Year,Month,Product ID,Category,Region,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing
2022.0,1.0,P0006,Electronics,North,251.0,65.0,241.87,28.65,0.0,Rainy,1.0,33.32
2022.0,1.0,P0007,Groceries,East,106.0,41.0,115.42,60.84,0.0,Rainy,1.0,61.93
2022.0,1.0,P0008,Toys,North,113.0,98.0,125.36,10.61,5.0,Rainy,1.0,9.63
2022.0,1.0,P0009,Electronics,South,362.0,33.0,372.48,38.97,0.0,Rainy,0.0,43.44
2022.0,1.0,P0010,Toys,East,156.0,75.0,151.08,81.81,5.0,Sunny,1.0,84.35
2022.0,1.0,P0011,Groceries,West,145.0,116.0,148.44,11.09,20.0,Rainy,1.0,14.79
2022.0,1.0,P0012,Toys,South,268.0,180.0,273.68,79.46,15.0,Sunny,1.0,84.42
2022.0,1.0,P0013,Toys,South,85.0,152.0,89.12,75.29,0.0,Snowy,0.0,79.27
2022.0,1.0,P0014,Electronics,East,43.0,25.0,48.9,15.5,5.0,Sunny,0.0,20.39
2022.0,1.0,P0015,Clothing,South,300.0,149.0,307.33,91.88,15.0,Snowy,0.0,95.76
2022.0,1.0,P0016,Electronics,North,43.0,75.0,49.52,89.43,0.0,Sunny,0.0,86.28
2022.0,1.0,P0017,Toys,East,5.0,141.0,18.13,88.57,5.0,Sunny,0.0,84.03
2022.0,1.0,P0018,Clothing,West,149.0,186.0,149.07,78.46,0.0,Snowy,1.0,83.04
2022.0,1.0,P0019,Furniture,West,40.0,66.0,47.3,72.84,15.0,Rainy,0.0,77.09
2022.0,1.0,P0020,Furniture,North,48.0,52.0,65.5,52.47,10.0,Sunny,0.0,50.37
2022.0,1.0,P0001,Clothing,North,42.0,188.0,32.51,66.32,15.0,Rainy,0.0,65.19
2022.0,1.0,P0002,Furniture,West,135.0,118.0,129.98,36.89,10.0,Cloudy,0.0,37.18
2022.0,1.0,P0003,Groceries,West,52.0,150.0,45.09,59.12,0.0,Rainy,0.0,54.76
2022.0,1.0,P0004,Groceries,South,189.0,182.0,189.77,29.5,10.0,Rainy,1.0,28.22
2022.0,1.0,P0005,Furniture,West,43.0,108.0,43.67,32.45,15.0,Cloudy,0.0,35.58
2022.0,1.0,P0006,Furniture,North,373.0,195.0,385.02,19.72,10.0,Cloudy,1.0,19.79
2022.0,1.0,P0007,Furniture,South,16.0,189.0,22.76,30.78,15.0,Rainy,1.0,29.17
2022.0,1.0,P0008,Furniture,South,112.0,122.0,106.51,26.63,0.0,Sunny,0.0,28.28
2022.0,1.0,P0009,Electronics,West,31.0,41.0,26.77,29.29,20.0,Rainy,0.0,28.36
2022.0,1.0,P0010,Furniture,East,336.0,192.0,331.96,88.14,15.0,Snowy,0.0,88.43
2022.0,1.0,P0011,Electronics,South,59.0,126.0,69.14,45.5,10.0,Rainy,0.0,44.96
2022.0,1.0,P0012,Furniture,North,85.0,179.0,82.37,42.09,5.0,Rainy,0.0,45.26
2022.0,1.0,P0013,Electronics,West,39.0,110.0,35.15,12.25,0.0,Cloudy,0.0,14.69
2022.0,1.0,P0014,Groceries,North,33.0,115.0,35.28,99.51,5.0,Snowy,1.0,97.63
2022.0,1.0,P0015,Furniture,East,132.0,50.0,147.84,87.96,20.0,Sunny,0.0,89.9
2022.0,1.0,P0016,Groceries,North,48.0,43.0,44.72,78.36,10.0,Snowy,0.0,74.79
2022.0,1.0,P0017,Electronics,South,385.0,61.0,399.81,84.36,10.0,Cloudy,1.0,85.56
2022.0,1.0,P0018,Furniture,West,79.0,176.0,78.9,30.85,5.0,Sunny,0.0,31.85
2022.0,1.0,P0019,Toys,West,188.0,181.0,194.64,35.69,10.0,Snowy,0.0,35.82
2022.0,1.0,P0020,Clothing,North,12.0,176.0,11.69,11.33,0.0,Sunny,1.0,7.61
2022.0,1.0,P0001,Electronics,East,164.0,199.0,166.82,60.37,10.0,Snowy,1.0,63.21
2022.0,1.0,P0002,Groceries,South,40.0,108.0,37.83,75.14,0.0,Rainy,0.0,78.86
2022.0,1.0,P0003,Furniture,West,316.0,141.0,333.04,55.11,10.0,Rainy,0.0,54.63
2022.0,1.0,P0004,Furniture,South,377.0,78.0,389.88,32.01,5.0,Rainy,0.0,29.94
2022.0,1.0,P0005,Clothing,North,127.0,112.0,145.7,25.81,10.0,Snowy,0.0,28.14
2022.0,1.0,P0006,Electronics,South,170.0,140.0,173.5,55.82,0.0,Snowy,0.0,57.37
2022.0,1.0,P0007,Electronics,South,17.0,82.0,21.05,20.68,15.0,Rainy,0.0,18.23
2022.0,1.0,P0008,Toys,North,127.0,67.0,136.02,21.38,20.0,Snowy,0.0,24.73
2022.0,1.0,P0009,Clothing,West,56.0,199.0,61.21,36.71,20.0,Sunny,1.0,40.55
2022.0,1.0,P0010,Furniture,North,169.0,104.0,170.45,76.18,10.0,Sunny,0.0,72.56
2022.0,1.0,P0011,Toys,West,105.0,33.0,103.3,77.68,0.0,Rainy,1.0,81.95
2022.0,1.0,P0012,Electronics,North,345.0,47.0,339.88,11.59,5.0,Sunny,1.0,12.96
2022.0,1.0,P0013,Groceries,South,265.0,120.0,284.8,18.58,5.0,Rainy,1.0,16.31
2022.0,1.0,P0014,Groceries,West,40.0,123.0,34.08,50.48,15.0,Snowy,1.0,52.24
2022.0,1.0,P0015,Toys,North,90.0,142.0,85.66,74.35,5.0,Rainy,0.0,76.29
2022.0,1.0,P0016,Electronics,West,32.0,147.0,27.95,41.0,10.0,Rainy,1.0,42.53
2022.0,1.0,P0017,Groceries,West,34.0,163.0,33.84,87.88,5.0,Snowy,0.0,83.65
2022.0,1.0,P0018,Groceries,North,224.0,25.0,238.81,56.57,5.0,Rainy,0.0,54.2
2022.0,1.0,P0019,Furniture,East,52.0,191.0,47.71,64.24,0.0,Snowy,0.0,64.82
2022.0,1.0,P0020,Toys,North,81.0,198.0,96.18,55.66,5.0,Snowy,0.0,59.36
2022.0,1.0,P0001,Furniture,South,47.0,124.0,48.79,88.06,15.0,Snowy,1.0,92.84
2022.0,1.0,P0002,Furniture,East,104.0,123.0,117.43,42.11,5.0,Rainy,1.0,38.94
2022.0,1.0,P0003,Groceries,South,27.0,76.0,31.4,81.65,10.0,Snowy,1.0,80.26
2022.0,1.0,P0004,Groceries,West,353.0,73.0,357.55,27.22,20.0,Snowy,1.0,29.89
2022.0,1.0,P0005,Electronics,South,11.0,51.0,16.27,69.74,15.0,Rainy,1.0,66.28
2022.0,1.0,P0006,Clothing,East,436.0,29.0,432.32,65.23,20.0,Snowy,1.0,61.38
2022.0,1.0,P0007,Toys,West,132.0,138.0,131.21,13.9,0.0,Rainy,1.0,18.6
2022.0,1.0,P0008,Groceries,West,61.0,31.0,74.36,72.16,0.0,Sunny,1.0,69.99
2022.0,1.0,P0009,Toys,East,24.0,127.0,24.96,61.68,10.0,Snowy,0.0,61.32
2022.0,1.0,P0010,Clothing,East,87.0,116.0,99.29,38.46,15.0,Cloudy,0.0,37.68
2022.0,1.0,P0011,Electronics,East,146.0,32.0,158.95,64.74,5.0,Sunny,1.0,69.07
2022.0,1.0,P0012,Furniture,North,12.0,123.0,30.96,21.92,0.0,Sunny,0.0,18.37
2022.0,1.0,P0013,Clothing,North,157.0,59.0,176.76,97.89,10.0,Sunny,0.0,94.53
2022.0,1.0,P0014,Furniture,South,48.0,95.0,48.16,45.28,10.0,Rainy,0.0,41.89
2022.0,1.0,P0015,Furniture,North,5.0,95.0,-1.04,32.31,15.0,Cloudy,1.0,36.92
2022.0,1.0,P0016,Furniture,North,34.0,114.0,39.1,65.06,10.0,Cloudy,0.0,60.58
2022.0,1.0,P0017,Toys,West,91.0,70.0,91.69,53.47,10.0,Snowy,0.0,51.49
2022.0,1.0,P0018,Furniture,East,83.0,45.0,82.41,86.5,0.0,Snowy,1.0,88.87
2022.0,1.0,P0019,Electronics,West,0.0,150.0,18.19,93.32,10.0,Sunny,1.0,96.19
2022.0,1.0,P0020,Electronics,South,303.0,135.0,309.44,27.7,15.0,Cloudy,0.0,23.15
2022.0,1.0,P0001,Electronics,North,241.0,111.0,238.93,74.33,5.0,Snowy,1.0,75.7
2022.0,1.0,P0002,Groceries,North,100.0,44.0,114.0,74.97,20.0,Snowy,1.0,72.5
2022.0,1.0,P0003,Groceries,West,48.0,157.0,49.32,90.71,5.0,Sunny,0.0,86.38
2022.0,1.0,P0004,Groceries,South,1.0,91.0,5.52,63.13,15.0,Snowy,0.0,62.74
2022.0,1.0,P0005,Furniture,West,22.0,98.0,39.23,32.98,20.0,Sunny,1.0,30.89
2022.0,1.0,P0006,Groceries,West,154.0,130.0,153.95,22.3,0.0,Snowy,0.0,25.42
2022.0,1.0,P0007,Clothing,East,322.0,41.0,335.85,82.8,20.0,Snowy,0.0,86.55
2022.0,1.0,P0008,Electronics,East,172.0,55.0,176.99,76.2,5.0,Sunny,1.0,72.38
2022.0,1.0,P0009,Furniture,North,50.0,167.0,58.69,75.1,5.0,Snowy,1.0,72.55
2022.0,1.0,P0010,Toys,East,154.0,98.0,169.13,19.77,0.0,Rainy,0.0,20.63
2022.0,1.0,P0011,Electronics,East,220.0,178.0,236.69,76.72,15.0,Sunny,1.0,79.6
2022.0,1.0,P0012,Clothing,South,162.0,25.0,163.62,19.26,20.0,Sunny,0.0,18.62
2022.0,1.0,P0013,Furniture,East,466.0,21.0,480.94,97.82,10.0,Snowy,1.0,95.29
2022.0,1.0,P0014,Electronics,South,51.0,77.0,54.32,21.05,15.0,Sunny,1.0,20.5
2022.0,1.0,P0015,Electronics,North,30.0,200.0,32.47,36.71,0.0,Cloudy,0.0,32.46
2022.0,1.0,P0016,Groceries,West,93.0,183.0,85.27,86.77,15.0,Rainy,1.0,89.92
2022.0,1.0,P0017,Toys,West,46.0,166.0,65.42,53.09,0.0,Rainy,0.0,49.21
2022.0,1.0,P0018,Clothing,North,51.0,193.0,59.55,19.63,20.0,Cloudy,1.0,15.42
2022.0,1.0,P0019,Furniture,North,72.0,140.0,84.52,24.13,10.0,Sunny,1.0,26.78
2022.0,1.0,P0020,Toys,South,69.0,192.0,82.38,68.5,15.0,Cloudy,0.0,70.06
2022.0,1.0,P0001,Furniture,North,250.0,135.0,263.9,16.0,10.0,Sunny,1.0,18.27
2022.0,1.0,P0002,Electronics,North,126.0,146.0,117.22,22.66,10.0,Rainy,0.0,20.62
2022.0,1.0,P0003,Groceries,South,69.0,72.0,85.01,80.91,5.0,Rainy,1.0,80.56
2022.0,1.0,P0004,Groceries,North,188.0,24.0,201.99,93.04,20.0,Sunny,0.0,91.15
2022.0,1.0,P0005,Furniture,West,95.0,195.0,87.25,91.63,0.0,Snowy,1.0,87.4
2022.0,1.0,P0006,Groceries,South,395.0,69.0,388.98,99.36,15.0,Sunny,1.0,101.34
2022.0,1.0,P0007,Toys,West,242.0,20.0,254.6,85.26,5.0,Rainy,1.0,87.53
2022.0,1.0,P0008,Electronics,North,67.0,101.0,83.78,35.06,10.0,Cloudy,1.0,39.13
2022.0,1.0,P0009,Groceries,South,36.0,189.0,44.31,76.54,5.0,Snowy,0.0,80.53
2022.0,1.0,P0010,Furniture,South,150.0,69.0,157.14,13.37,0.0,Sunny,0.0,9.21
2022.0,1.0,P0011,Toys,West,227.0,33.0,226.07,67.73,0.0,Snowy,0.0,70.78
2022.0,1.0,P0012,Groceries,West,92.0,20.0,89.2,84.17,15.0,Rainy,0.0,81.27
2022.0,1.0,P0013,Groceries,North,196.0,30.0,203.13,10.01,15.0,Rainy,0.0,8.76
2022.0,1.0,P0014,Toys,North,197.0,32.0,207.2,17.53,15.0,Cloudy,1.0,20.09
2022.0,1.0,P0015,Clothing,North,32.0,129.0,37.24,24.14,15.0,Cloudy,1.0,23.7
2022.0,1.0,P0016,Groceries,South,190.0,59.0,191.62,14.86,5.0,Sunny,1.0,13.24
2022.0,1.0,P0017,Clothing,North,39.0,167.0,52.77,23.88,15.0,Snowy,0.0,28.06
2022.0,1.0,P0018,Clothing,North,412.0,79.0,428.29,19.37,15.0,Sunny,0.0,17.8
2022.0,1.0,P0019,Toys,South,33.0,58.0,37.63,18.87,0.0,Sunny,1.0,22.49
2022.0,1.0,P0020,Groceries,North,137.0,61.0,155.51,41.94,5.0,Cloudy,1.0,39.55
2022.0,1.0,P0001,Toys,North,64.0,104.0,69.87,27.81,20.0,Cloudy,0.0,32.14
2022.0,1.0,P0002,Clothing,North,22.0,126.0,13.33,89.8,15.0,Cloudy,0.0,86.43
2022.0,1.0,P0003,Groceries,West,175.0,78.0,173.83,88.31,0.0,Snowy,1.0,88.4
2022.0,1.0,P0004,Groceries,South,107.0,54.0,122.99,31.79,15.0,Sunny,1.0,29.64
2022.0,1.0,P0005,Furniture,West,163.0,163.0,166.75,15.9,5.0,Cloudy,0.0,20.18
2022.0,1.0,P0006,Clothing,South,172.0,55.0,186.82,10.84,0.0,Snowy,1.0,10.88
2022.0,1.0,P0007,Electronics,North,131.0,115.0,126.33,32.53,15.0,Rainy,0.0,28.88
2022.0,1.0,P0008,Electronics,West,95.0,146.0,94.58,16.09,5.0,Sunny,1.0,12.73
2022.0,1.0,P0009,Toys,South,23.0,23.0,35.72,38.37,20.0,Snowy,0.0,42.75
2022.0,1.0,P0010,Groceries,East,69.0,146.0,83.99,39.51,15.0,Sunny,1.0,37.13
2022.0,1.0,P0011,Toys,South,189.0,108.0,186.15,77.61,15.0,Sunny,0.0,76.52
2022.0,1.0,P0012,Electronics,North,21.0,84.0,36.8,65.23,10.0,Rainy,1.0,64.29
2022.0,1.0,P0013,Furniture,West,283.0,60.0,298.15,58.39,15.0,Snowy,1.0,59.25
2022.0,1.0,P0014,Clothing,North,111.0,164.0,110.18,86.64,5.0,Sunny,1.0,91.59
2022.0,1.0,P0015,Toys,East,218.0,200.0,216.17,54.0,10.0,Rainy,1.0,55.6
2022.0,1.0,P0016,Electronics,South,123.0,52.0,130.7,40.86,10.0,Snowy,1.0,43.67
2022.0,1.0,P0017,Clothing,East,76.0,61.0,79.15,85.06,15.0,Snowy,0.0,85.88
2022.0,1.0,P0018,Electronics,North,112.0,132.0,104.11,39.48,20.0,Sunny,1.0,36.24
2022.0,1.0,P0019,Electronics,South,361.0,125.0,357.38,25.51,20.0,Snowy,1.0,20.55
2022.0,1.0,P0020,Electronics,East,62.0,97.0,52.61,65.69,0.0,Cloudy,0.0,63.57
2022.0,1.0,P0001,Toys,North,40.0,106.0,53.65,73.71,10.0,Cloudy,0.0,72.97
2022.0,1.0,P0002,Furniture,North,124.0,158.0,133.4,71.08,15.0,Snowy,0.0,70.69
2022.0,1.0,P0003,Groceries,North,85.0,132.0,76.52,70.34,20.0,Snowy,0.0,73.33
2022.0,1.0,P0004,Toys,West,13.0,200.0,21.97,10.63,15.0,Rainy,1.0,13.25
2022.0,1.0,P0005,Clothing,South,90.0,42.0,98.48,59.41,5.0,Rainy,1.0,61.01
2022.0,1.0,P0006,Clothing,West,47.0,111.0,47.29,12.36,20.0,Sunny,0.0,15.15
2022.0,1.0,P0007,Toys,East,210.0,38.0,219.03,51.01,10.0,Cloudy,1.0,46.74
2022.0,1.0,P0008,Toys,North,96.0,141.0,89.2,99.89,0.0,Rainy,0.0,100.27
2022.0,1.0,P0009,Toys,North,20.0,38.0,35.89,17.72,0.0,Rainy,1.0,17.04
2022.0,1.0,P0010,Clothing,West,267.0,125.0,262.4,61.15,5.0,Rainy,0.0,64.45
2022.0,1.0,P0011,Furniture,East,120.0,38.0,116.05,47.42,15.0,Snowy,1.0,43.93
2022.0,1.0,P0012,Electronics,East,136.0,170.0,131.75,91.48,20.0,Sunny,0.0,90.38
2022.0,1.0,P0013,Toys,East,120.0,47.0,137.97,50.8,20.0,Rainy,1.0,50.97
2022.0,1.0,P0014,Clothing,South,61.0,154.0,62.65,93.65,10.0,Cloudy,1.0,97.41
2022.0,1.0,P0015,Electronics,South,225.0,26.0,227.22,13.26,0.0,Rainy,1.0,11.43
2022.0,1.0,P0016,Groceries,East,145.0,22.0,137.09,58.13,20.0,Rainy,0.0,61.67
2022.0,1.0,P0017,Furniture,North,213.0,139.0,214.66,10.18,20.0,Rainy,1.0,12.26
2022.0,1.0,P0018,Electronics,North,243.0,149.0,253.86,79.51,10.0,Sunny,1.0,74.55
2022.0,1.0,P0019,Electronics,South,338.0,29.0,328.37,97.31,10.0,Cloudy,0.0,96.25
2022.0,1.0,P0020,Toys,West,141.0,38.0,146.97,16.58,20.0,Snowy,0.0,20.15
2022.0,1.0,P0001,Furniture,West,130.0,63.0,148.26,68.76,10.0,Snowy,0.0,73.29
2022.0,1.0,P0002,Toys,West,121.0,21.0,140.19,99.71,20.0,Snowy,1.0,104.18
2022.0,1.0,P0003,Furniture,West,225.0,177.0,223.05,11.26,5.0,Snowy,1.0,11.6
2022.0,1.0,P0004,Electronics,West,118.0,200.0,130.22,29.77,20.0,Snowy,0.0,32.88
2022.0,1.0,P0005,Toys,West,190.0,141.0,180.13,96.98,20.0,Rainy,1.0,100.94
2022.0,1.0,P0006,Furniture,South,62.0,123.0,71.16,70.85,10.0,Sunny,1.0,69.41
2022.0,1.0,P0007,Furniture,North,337.0,180.0,340.61,47.67,0.0,Sunny,0.0,48.66
2022.0,1.0,P0008,Furniture,West,93.0,121.0,112.4,92.0,5.0,Rainy,0.0,91.67
2022.0,1.0,P0009,Toys,East,241.0,163.0,240.68,56.06,20.0,Cloudy,0.0,55.64
2022.0,1.0,P0010,Electronics,South,207.0,117.0,213.22,61.24,10.0,Cloudy,1.0,59.12
2022.0,1.0,P0011,Electronics,North,417.0,108.0,416.33,59.64,10.0,Sunny,0.0,61.42
2022.0,1.0,P0012,Groceries,West,26.0,144.0,40.07,26.25,15.0,Snowy,1.0,31.22
2022.0,1.0,P0013,Toys,North,176.0,69.0,183.81,56.62,10.0,Rainy,1.0,54.77
2022.0,1.0,P0014,Furniture,West,128.0,121.0,132.05,87.57,10.0,Rainy,1.0,90.42
2022.0,1.0,P0015,Clothing,North,118.0,193.0,117.55,64.69,10.0,Cloudy,1.0,68.02
2022.0,1.0,P0016,Electronics,South,55.0,192.0,49.34,21.96,10.0,Sunny,1.0,21.22
2022.0,1.0,P0017,Groceries,South,21.0,93.0,33.36,40.25,0.0,Snowy,1.0,36.73
2022.0,1.0,P0018,Furniture,West,205.0,99.0,218.33,68.79,15.0,Cloudy,0.0,65.43
2022.0,1.0,P0019,Electronics,South,122.0,117.0,123.19,75.8,20.0,Snowy,1.0,71.67
2022.0,1.0,P0020,Clothing,South,67.0,40.0,60.3,52.51,10.0,Rainy,0.0,54.38
2022.0,1.0,P0001,Toys,East,174.0,107.0,164.31,27.16,20.0,Snowy,1.0,25.8
2022.0,1.0,P0002,Toys,North,178.0,74.0,183.87,57.38,10.0,Rainy,1.0,54.37
2022.0,1.0,P0003,Electronics,South,100.0,154.0,102.45,91.41,15.0,Cloudy,1.0,94.49
2022.0,1.0,P0004,Furniture,East,159.0,157.0,160.77,23.95,5.0,Cloudy,1.0,22.97
2022.0,1.0,P0005,Furniture,North,1.0,145.0,10.24,73.95,5.0,Snowy,0.0,70.47
2022.0,1.0,P0006,Clothing,East,83.0,31.0,101.42,51.63,15.0,Sunny,1.0,46.79
2022.0,1.0,P0007,Toys,South,27.0,168.0,28.61,28.81,20.0,Snowy,0.0,27.63
2022.0,1.0,P0008,Electronics,North,473.0,103.0,468.4,23.11,0.0,Sunny,0.0,25.56
2022.0,1.0,P0009,Furniture,East,308.0,40.0,325.0,89.17,5.0,Snowy,0.0,90.74
2022.0,1.0,P0010,Electronics,East,125.0,28.0,140.5,21.2,15.0,Rainy,0.0,22.17
2022.0,1.0,P0011,Electronics,North,128.0,187.0,124.01,45.03,0.0,Sunny,0.0,40.11
2022.0,1.0,P0012,Groceries,North,198.0,150.0,198.28,10.79,5.0,Sunny,0.0,10.85
2022.0,1.0,P0013,Groceries,West,141.0,187.0,150.68,80.42,10.0,Rainy,0.0,80.13
2022.0,1.0,P0014,Toys,South,68.0,70.0,60.48,95.57,0.0,Rainy,0.0,92.97
2022.0,1.0,P0015,Groceries,South,276.0,39.0,279.43,76.13,15.0,Cloudy,1.0,80.82
2022.0,1.0,P0016,Furniture,North,24.0,78.0,32.49,64.14,15.0,Sunny,1.0,67.74
2022.0,1.0,P0017,Furniture,South,74.0,128.0,87.64,72.3,20.0,Snowy,1.0,70.35
2022.0,1.0,P0018,Toys,East,107.0,199.0,119.27,81.28,10.0,Snowy,1.0,78.66
2022.0,1.0,P0019,Toys,South,86.0,116.0,88.7,50.75,20.0,Rainy,1.0,46.01
2022.0,1.0,P0020,Electronics,West,393.0,143.0,389.88,74.07,5.0,Cloudy,1.0,78.92
2022.0,1.0,P0001,Toys,West,142.0,51.0,147.0,62.69,5.0,Rainy,0.0,58.72
2022.0,1.0,P0002,Furniture,West,99.0,54.0,89.84,74.44,10.0,Rainy,1.0,73.0
2022.0,1.0,P0003,Furniture,West,119.0,67.0,119.62,49.64,20.0,Rainy,0.0,47.87
2022.0,1.0,P0004,Groceries,North,122.0,152.0,129.95,37.77,15.0,Sunny,1.0,39.83
2022.0,1.0,P0005,Electronics,South,100.0,113.0,90.36,57.59,20.0,Sunny,1.0,57.56
2022.0,1.0,P0006,Groceries,East,31.0,43.0,49.65,83.55,20.0,Rainy,1.0,80.4
2022.0,1.0,P0007,Clothing,East,266.0,91.0,284.28,57.05,10.0,Rainy,1.0,56.99
2022.0,1.0,P0008,Toys,South,7.0,47.0,16.25,51.71,20.0,Sunny,1.0,55.11
2022.0,1.0,P0009,Groceries,East,4.0,50.0,-4.23,63.25,20.0,Sunny,0.0,65.4
2022.0,1.0,P0010,Electronics,South,15.0,149.0,25.01,10.08,5.0,Cloudy,1.0,6.24
2022.0,1.0,P0011,Toys,South,60.0,176.0,63.43,49.1,20.0,Sunny,0.0,47.82
2022.0,1.0,P0012,Groceries,East,203.0,68.0,215.68,63.65,10.0,Sunny,0.0,66.19
2022.0,1.0,P0013,Clothing,East,90.0,107.0,103.31,38.02,20.0,Cloudy,1.0,35.5
2022.0,1.0,P0014,Clothing,South,25.0,58.0,22.26,96.49,10.0,Snowy,1.0,92.24
2022.0,1.0,P0015,Clothing,North,130.0,62.0,124.83,69.45,0.0,Sunny,1.0,67.85
2022.0,1.0,P0016,Furniture,South,47.0,29.0,44.16,83.24,15.0,Snowy,1.0,83.05
2022.0,1.0,P0017,Clothing,South,109.0,20.0,109.37,79.6,10.0,Snowy,0.0,76.82
2022.0,1.0,P0018,Groceries,South,149.0,134.0,143.15,18.75,0.0,Sunny,1.0,22.89
2022.0,1.0,P0019,Electronics,North,90.0,194.0,100.16,76.25,20.0,Cloudy,0.0,77.93
2022.0,1.0,P0020,Clothing,South,37.0,98.0,45.65,42.98,0.0,Sunny,0.0,41.28
2022.0,1.0,P0001,Electronics,North,94.0,39.0,110.03,88.85,20.0,Cloudy,1.0,85.86
2022.0,1.0,P0002,Groceries,North,108.0,104.0,123.71,82.91,15.0,Cloudy,1.0,86.74
2022.0,1.0,P0003,Groceries,North,233.0,141.0,252.23,94.04,0.0,Snowy,1.0,98.1
2022.0,1.0,P0004,Electronics,East,346.0,123.0,354.68,75.23,15.0,Cloudy,0.0,73.59
2022.0,1.0,P0005,Groceries,South,33.0,164.0,26.37,83.4,20.0,Rainy,0.0,79.23
2022.0,1.0,P0006,Groceries,North,113.0,160.0,108.63,44.46,0.0,Snowy,1.0,46.62
2022.0,1.0,P0007,Electronics,West,254.0,156.0,258.74,35.95,10.0,Rainy,0.0,37.8
2022.0,1.0,P0008,Groceries,East,261.0,155.0,275.63,58.02,10.0,Sunny,1.0,62.7
2022.0,1.0,P0009,Groceries,West,23.0,129.0,24.53,23.62,5.0,Cloudy,0.0,27.63
2022.0,1.0,P0010,Electronics,West,81.0,195.0,76.39,44.21,20.0,Sunny,1.0,46.44
2022.0,1.0,P0011,Clothing,East,182.0,178.0,177.45,16.9,15.0,Snowy,0.0,20.0
2022.0,1.0,P0012,Toys,North,54.0,50.0,58.79,62.79,5.0,Cloudy,0.0,58.33
2022.0,1.0,P0013,Toys,North,3.0,104.0,20.0,50.69,0.0,Snowy,1.0,54.71
2022.0,1.0,P0014,Toys,North,197.0,97.0,190.81,47.03,20.0,Rainy,0.0,51.65
2022.0,1.0,P0015,Furniture,North,275.0,38.0,293.22,84.48,5.0,Sunny,0.0,85.9
2022.0,1.0,P0016,Electronics,East,11.0,89.0,30.62,25.6,15.0,Cloudy,1.0,22.58
2022.0,1.0,P0017,Toys,West,178.0,44.0,194.82,49.34,20.0,Rainy,0.0,47.37
2022.0,1.0,P0018,Electronics,North,231.0,35.0,234.72,94.64,10.0,Snowy,1.0,95.76
2022.0,1.0,P0019,Furniture,East,93.0,28.0,89.09,25.96,5.0,Snowy,1.0,26.66
2022.0,1.0,P0020,Clothing,East,206.0,200.0,208.14,74.24,20.0,Cloudy,0.0,72.07
2022.0,1.0,P0001,Electronics,West,86.0,110.0,99.08,47.02,10.0,Snowy,0.0,50.67
2022.0,1.0,P0002,Clothing,South,83.0,75.0,76.67,12.09,10.0,Cloudy,1.0,16.99
2022.0,1.0,P0003,Electronics,East,374.0,46.0,376.09,52.92,20.0,Cloudy,1.0,53.91
2022.0,1.0,P0004,Toys,East,12.0,181.0,11.72,35.32,15.0,Snowy,1.0,38.85
2022.0,1.0,P0005,Groceries,West,311.0,154.0,303.28,34.61,20.0,Rainy,1.0,37.65
2022.0,1.0,P0006,Clothing,South,91.0,186.0,110.33,99.04,5.0,Cloudy,0.0,95.84
2022.0,1.0,P0007,Clothing,South,188.0,147.0,202.39,66.46,15.0,Rainy,1.0,61.79
2022.0,1.0,P0008,Groceries,East,129.0,191.0,148.55,33.49,5.0,Rainy,1.0,32.16
2022.0,1.0,P0009,Clothing,East,57.0,157.0,67.74,87.1,0.0,Rainy,0.0,89.24
2022.0,1.0,P0010,Toys,North,0.0,114.0,-3.96,94.49,15.0,Sunny,0.0,96.11
2022.0,1.0,P0011,Groceries,East,216.0,153.0,231.43,28.68,5.0,Sunny,0.0,24.88
2022.0,1.0,P0012,Clothing,North,105.0,36.0,100.95,95.99,5.0,Snowy,1.0,100.74
2022.0,1.0,P0013,Groceries,East,265.0,197.0,277.63,98.28,10.0,Sunny,1.0,96.54
2022.0,1.0,P0014,Toys,North,61.0,139.0,73.68,70.78,10.0,Cloudy,1.0,68.14
2022.0,1.0,P0015,Furniture,North,174.0,150.0,182.26,90.36,10.0,Snowy,1.0,92.81
2022.0,1.0,P0016,Electronics,South,12.0,184.0,22.03,45.78,0.0,Cloudy,0.0,45.88
2022.0,1.0,P0017,Groceries,North,440.0,65.0,440.8,49.92,20.0,Cloudy,1.0,52.0
2022.0,1.0,P0018,Toys,North,85.0,25.0,96.26,40.62,20.0,Snowy,0.0,35.8
2022.0,1.0,P0019,Furniture,South,50.0,22.0,47.63,30.91,15.0,Rainy,1.0,28.47
2022.0,1.0,P0020,Furniture,East,252.0,152.0,262.11,32.82,0.0,Snowy,0.0,37.09
2022.0,1.0,P0001,Clothing,West,200.0,152.0,212.24,70.78,0.0,Sunny,1.0,68.88
2022.0,1.0,P0002,Electronics,South,363.0,63.0,375.34,80.69,0.0,Cloudy,1.0,76.02
2022.0,1.0,P0003,Clothing,East,94.0,176.0,86.82,11.21,5.0,Sunny,0.0,10.09
2022.0,1.0,P0004,Toys,East,105.0,152.0,98.38,39.9,15.0,Rainy,0.0,37.55
2022.0,1.0,P0005,Electronics,West,126.0,132.0,129.14,28.06,15.0,Cloudy,1.0,25.62
2022.0,1.0,P0006,Furniture,North,22.0,164.0,28.31,74.7,10.0,Cloudy,1.0,70.88
2022.0,1.0,P0007,Groceries,East,235.0,131.0,237.46,24.05,5.0,Sunny,1.0,20.8
